t,delta_coh,S,O,entropy,temp,top_p
1766465698,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1766552023,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1766638477,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1766724713,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1766810958,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1766897980,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1766984608,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767070631,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767156898,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767243673,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767329893,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767415759,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767502896,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1767589846,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767675421,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767761868,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767848177,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1767934640,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768020688,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768107651,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1768194264,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768280244,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1768366757,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768453098,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768539438,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768625355,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768712218,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768799180,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768885279,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1768971646,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769058152,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769144371,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769230362,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769317515,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769404118,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769490085,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769576405,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769663827,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769750367,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769836378,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1769924563,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770011189,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1770096822,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770182386,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1770269822,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770356069,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770441358,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770529532,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770616240,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770702856,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770789025,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770875085,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1770961359,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771046281,0.038668209354205674,0.038610477793484275,0.6903329476614486,3.9342541694641113,0.6,0.7
1771133942,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771220978,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771306872,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771393393,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771479696,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771565746,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771650951,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771738450,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771825656,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771911623,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1771998196,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772084376,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772170434,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772255336,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772343324,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772429662,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772515968,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772601473,0.038668253121094856,0.03861052136453671,0.6903329367197263,3.9342732429504395,0.6,0.7
1772688596,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1772774302,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1772860365,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1772947099,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773034716,0.03931495825845936,0.039254284248185424,0.6901712604353852,3.8406424522399902,0.6,0.7
1773119972,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773207001,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773293566,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773379835,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773465603,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773553755,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773640897,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773726062,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773812723,0.03931495825845936,0.039254284248185424,0.6901712604353852,3.8406424522399902,0.6,0.7
1773898911,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1773984848,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774070195,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774157813,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774245146,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774330916,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774417373,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774504462,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774590860,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774676336,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774763757,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1774851365,0.03931495825845936,0.039254284248185424,0.6901712604353852,3.8406424522399902,0.6,0.7
1774936614,0.03931495825845936,0.039254284248185424,0.6901712604353852,3.8406424522399902,0.6,0.7
1775023676,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1775109272,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1775195657,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
1775281177,0.03931487646771502,0.039254202835728884,0.6901712808830713,3.840656280517578,0.6,0.7
